code,name,region
CTY00143,旧スノツツニ,オセアニア
CTY00144,旧ソイクツス,北米
CTY00145,旧アイエサス,アジア
CTY00146,旧タツケネケ,南米
CTY00147,旧ソイノシセ,南米
CTY00148,旧カコノトス,北米
CTY00149,旧テヌスノコ,アジア
CTY00150,旧スオヌツウ,ヨーロッパ
CTY00151,旧ウソソトチ,ヨーロッパ
CTY00152,旧スタテカチ,アフリカ
CTY00153,旧ケキチエソ,アフリカ
CTY00154,旧チネエケシ,アジア
CTY00155,旧テツセキツ,ヨーロッパ
CTY00156,旧トシテタウ,南米
CTY00157,旧セノタクト,ヨーロッパ
CTY00158,旧カニネオエ,北米
CTY00159,旧コテサオア,アジア
CTY00160,旧ケサツニオ,アジア
CTY00161,旧ツツクカト,北米
CTY00162,旧エツネスイ,北米
CTY00163,旧ノセヌオエ,南米
CTY00164,旧イアウセヌ,オセアニア
CTY00165,旧サヌトソス,南米
CTY00166,旧コアウソナ,オセアニア
CTY00167,旧ニチネオヌ,ヨーロッパ
CTY00168,旧チツスオセ,アフリカ
CTY00169,旧テエチツカ,アジア
CTY00170,旧ニエタツカ,南米
CTY00171,旧ヌシウカノ,ヨーロッパ
CTY00172,旧ヌツナチケ,北米
CTY00173,旧セウカエソ,アフリカ
CTY00174,旧ノナアカテ,北米
CTY00175,旧チウトナケ,ヨーロッパ
CTY00176,旧クネキコス,南米
CTY00177,旧キナナナク,南米
CTY00178,旧ケツノヌケ,ヨーロッパ
CTY00179,旧ケシセスタ,ヨーロッパ
CTY00180,旧クナセニノ,オセアニア
CTY00181,旧タオカウサ,北米
CTY00182,旧イトアシシ,ヨーロッパ
CTY00183,旧ニキカチセ,南米
CTY00184,旧スネセシコ,アフリカ
CTY00185,旧セエケクセ,アフリカ
CTY00186,旧ヌシセキオ,ヨーロッパ
CTY00187,旧セチツタニ,オセアニア
CTY00188,旧チトキノス,アジア
CTY00189,旧シコクタヌ,北米
CTY00190,旧イカエツノ,オセアニア
CTY00191,旧セエヌノツ,アジア
CTY00192,旧ネカナタケ,オセアニア
CTY00193,旧ツイナネツ,アジア
CTY00194,旧コクツキウ,アフリカ
CTY00195,旧イタクヌチ,北米
CTY00196,旧テイタテコ,オセアニア
CTY00197,旧タケウタキ,ヨーロッパ
CTY00198,旧ノコナシス,オセアニア
CTY00199,旧ススセキキ,ヨーロッパ
CTY00200,旧ノコナテス,南米
CTY00201,旧コウヌコノ,南米
CTY00202,旧シキソツソ,南米
CTY00203,旧トヌチエサ,アフリカ
CTY00204,旧シサネネシ,ヨーロッパ
CTY00205,旧タケコトト,南米
CTY00206,旧アサノチテ,ヨーロッパ
CTY00207,旧ケアコツク,北米
CTY00208,旧セキタスナ,オセアニア
CTY00209,旧タイカトサ,アジア
CTY00210,旧クセコヌシ,アジア
CTY00211,旧キスヌケノ,アフリカ
CTY00212,旧ツトシヌキ,オセアニア
CTY00213,旧ノサカテセ,アジア
CTY00214,旧シウニスネ,オセアニア
CTY00215,旧ケオコケエ,オセアニア
CTY00216,旧ノオニイウ,北米
CTY00217,旧サカサネシ,オセアニア
CTY00218,旧カコソキケ,ヨーロッパ
CTY00219,旧ケソネテセ,オセアニア
CTY00220,旧テカタヌイ,アフリカ
CTY00221,旧ナセテウテ,オセアニア
CTY00222,旧トネカスエ,アフリカ
CTY00223,旧タシソスト,アフリカ
CTY00224,旧ニシナエノ,ヨーロッパ
CTY00225,旧カツナエト,アジア
CTY00226,旧ククウカウ,アフリカ
CTY00227,旧テタカカエ,南米
CTY00228,旧エキスヌケ,北米
CTY00229,旧チエヌツヌ,アジア
CTY00230,旧サコサオサ,ヨーロッパ
CTY00231,旧エコキネキ,ヨーロッパ
CTY00232,旧オタウタソ,オセアニア
CTY00233,旧タノタオテ,アジア
CTY00234,旧ニケウタキ,南米
CTY00235,旧ナエネキク,南米
CTY00236,旧アナノアネ,アジア
CTY00237,旧ウケセキケ,アフリカ
CTY00238,旧カトノニウ,アジア
CTY00239,旧イウツセス,北米
CTY00240,旧アサツツナ,北米
CTY00241,旧イキニスチ,オセアニア
CTY00242,旧クニサケウ,アジア
CTY00243,旧イノノキチ,アフリカ
CTY00244,旧ヌテチテテ,北米
CTY00245,旧カツイテス,オセアニア
CTY00246,旧エウウスク,ヨーロッパ
CTY00247,旧ノテトオツ,オセアニア
CTY00248,旧コサヌセソ,アフリカ
CTY00249,旧ノシオスア,北米
CTY00250,旧ヌスソウウ,アジア
CTY00251,旧ケクセトス,アジア
CTY00252,旧エクケウコ,アフリカ
CTY00253,旧ウシイウア,ヨーロッパ
CTY00254,旧ウノクエノ,ヨーロッパ
CTY00255,旧チイニキチ,オセアニア
CTY00256,旧コイクチチ,アフリカ
CTY00257,旧オセセエタ,ヨーロッパ
CTY00258,旧クトツカタ,オセアニア
CTY00259,旧トコウシサ,アジア
CTY00260,旧ナノオチク,アジア
CTY00261,旧チナテエケ,北米
CTY00262,旧サアトウテ,アジア
CTY00263,旧カアキケス,アフリカ
CTY00264,旧サアソヌコ,オセアニア
CTY00265,旧ツケイコウ,アフリカ
CTY00266,旧ケウアチネ,オセアニア
CTY00267,旧ナタエコエ,ヨーロッパ
CTY00268,旧コチカカコ,アフリカ
CTY00269,旧ウチセキカ,ヨーロッパ
CTY00270,旧アイソシヌ,北米
CTY00271,旧ネアクウケ,ヨーロッパ
CTY00272,旧ケクイニソ,アフリカ
CTY00273,旧クノナエサ,アフリカ
CTY00274,旧ソチナニス,アジア
CTY00275,旧ノナヌノク,アフリカ
CTY00276,旧ケサオソカ,オセアニア
CTY00277,旧ヌナカスイ,ヨーロッパ
CTY00278,旧チチカサソ,オセアニア
CTY00279,旧ニタエコタ,北米
CTY00280,旧チツツアニ,北米
CTY00281,旧スオスキノ,北米
CTY00282,旧カソウケキ,オセアニア
CTY00283,旧トソナキサ,アフリカ
CTY00284,旧セノカキソ,ヨーロッパ
CTY00285,旧タニノニア,アジア
CTY00286,旧シケタタト,北米
CTY00287,旧クトエイシ,北米
CTY00288,旧カネカカサ,アジア
CTY00289,旧スウノタキ,オセアニア
CTY00290,旧アソノナヌ,ヨーロッパ
CTY00291,旧タウアトキ,ヨーロッパ
CTY00292,旧トカソヌキ,ヨーロッパ
CTY00293,旧ソネツソタ,南米
CTY00294,旧ソエスヌカ,オセアニア
CTY00295,旧ツノシコウ,ヨーロッパ
CTY00296,旧ソセチケソ,オセアニア
CTY00297,旧ウツナテノ,オセアニア
CTY00298,旧シオヌキコ,北米
CTY00299,旧エアヌケタ,ヨーロッパ
CTY00300,旧エカソナク,ヨーロッパ
CTY00301,旧トクカアノ,北米
CTY00302,旧ツサノノサ,北米
CTY00303,旧トアタニサ,アフリカ
CTY00304,旧ヌアキクソ,アジア
CTY00305,旧コキニセオ,アフリカ
CTY00306,旧ツトスセテ,アジア
CTY00307,旧ソツアスコ,アフリカ
CTY00308,旧ネウナソカ,北米
CTY00309,旧ノステネス,南米
CTY00310,旧ククカネケ,オセアニア
CTY00311,旧オサヌテニ,南米
CTY00312,旧ツネシエカ,南米
CTY00313,旧オネツテア,南米
CTY00314,旧エテカウソ,アフリカ
CTY00315,旧タツトシカ,南米
CTY00316,旧ウネウチヌ,アジア
CTY00317,旧ケセケクセ,南米
CTY00318,旧トウサツオ,南米
CTY00319,旧キトウエカ,南米
CTY00320,旧ニセキタケ,オセアニア
CTY00321,旧アナツケウ,北米
CTY00322,旧ツクアケセ,北米
CTY00323,旧ノノトノキ,オセアニア
CTY00324,旧ナヌイスシ,オセアニア
CTY00325,旧カイネアト,オセアニア
CTY00326,旧セシスケエ,アフリカ
CTY00327,旧ウカケアノ,ヨーロッパ
CTY00328,旧ヌタトソア,アフリカ
CTY00329,旧ウノコテト,アフリカ
CTY00330,旧ケナテツオ,アジア
CTY00331,旧ウウセナノ,南米
CTY00332,旧スヌナタケ,ヨーロッパ
CTY00333,旧コヌエケニ,アフリカ
CTY00334,旧アテオスシ,アフリカ
CTY00335,旧テエケセネ,ヨーロッパ
CTY00336,旧コセトネセ,北米
CTY00337,旧ネニナテシ,北米
CTY00338,旧カケスケソ,北米
CTY00339,旧チサコカネ,南米
CTY00340,旧タヌナアキ,アジア
CTY00341,旧イネノウヌ,北米
CTY00342,旧クネササノ,北米
CTY00343,旧ソオナサチ,オセアニア
CTY00344,旧ソネアケナ,アジア
CTY00345,旧コカテネノ,オセアニア
CTY00346,旧エタウクチ,北米
CTY00347,旧トソサケソ,アジア
CTY00348,旧トアソチテ,南米
CTY00349,旧アヌコキウ,ヨーロッパ
CTY00350,旧クタトネウ,オセアニア
CTY00351,旧ヌクタオタ,北米
CTY00352,旧タアイエナ,オセアニア
CTY00353,旧タカノスチ,アフリカ
CTY00354,旧アケチキケ,アジア
CTY00355,旧ニノニニツ,北米
CTY00356,旧スノシクト,南米
CTY00357,旧エクツウク,北米
CTY00358,旧シネイトエ,ヨーロッパ
CTY00359,旧アニイケイ,アフリカ
CTY00360,旧ニニチウナ,オセアニア
CTY00361,旧ツサソコケ,アジア
CTY00362,旧タタネキキ,南米
CTY00363,旧カシクニナ,南米
CTY00364,旧コソウノタ,アジア
CTY00365,旧タカテテク,アジア
CTY00366,旧ソカケイイ,南米
CTY00367,旧カイセコア,ヨーロッパ
CTY00368,旧ケツウソウ,南米
CTY00369,旧スネネソテ,オセアニア
CTY00370,旧ツオソケシ,北米
CTY00371,旧トネツエタ,南米
CTY00372,旧シクチタコ,ヨーロッパ
CTY00373,旧タウニサコ,ヨーロッパ
CTY00374,旧カアヌカセ,オセアニア
CTY00375,旧スウコヌシ,ヨーロッパ
CTY00376,旧ノナキウエ,北米
CTY00377,旧ウヌアネタ,アフリカ
CTY00378,旧サネアニサ,南米
CTY00379,旧オヌスエス,北米
CTY00380,旧タシタシア,南米
CTY00381,旧ニトアテサ,アフリカ
CTY00382,旧セサテシキ,南米
CTY00383,旧トチトチシ,北米
CTY00384,旧スツコナコ,ヨーロッパ
CTY00385,旧ネアノセス,アフリカ
CTY00386,旧クエキキク,オセアニア
CTY00387,旧オセエウツ,アフリカ
CTY00388,旧スナアタエ,オセアニア
CTY00389,旧ソナシクウ,アジア
CTY00390,旧ソコアカカ,アジア
CTY00391,旧カコテコエ,ヨーロッパ
CTY00392,旧ニサチオナ,オセアニア
CTY00393,旧シチタクウ,アジア
CTY00394,旧オキタキセ,アフリカ
CTY00395,旧ケカトナク,北米
CTY00396,旧アクツセカ,南米
CTY00397,旧キイウタテ,アジア
CTY00398,旧ノツナオセ,アジア
CTY00399,旧スイニウソ,南米
CTY00400,旧ナエネササ,オセアニア
CTY00401,旧ナノテカツ,ヨーロッパ
CTY00402,旧タコイシサ,北米
CTY00403,旧コニセニセ,北米
CTY00404,旧ネソサチツ,アジア
CTY00405,旧トウトカサ,ヨーロッパ
CTY00406,旧サネネチネ,ヨーロッパ
CTY00407,旧エケイスク,オセアニア
CTY00408,旧カキノテナ,ヨーロッパ
CTY00409,旧ネネテケス,アジア
CTY00410,旧ノシサチオ,アフリカ
CTY00411,旧ツノカササ,ヨーロッパ
CTY00412,旧エオタエサ,ヨーロッパ
CTY00413,旧セコカイヌ,南米
CTY00414,旧トツケウノ,オセアニア
CTY00415,旧ノチテノチ,オセアニア
CTY00416,旧ソキノチニ,ヨーロッパ
CTY00417,旧ウネコソソ,アジア
CTY00418,旧ケシナソイ,ヨーロッパ
CTY00419,旧ニスソシカ,アジア
CTY00420,旧エノキイコ,オセアニア
CTY00421,旧スサカサク,アフリカ
CTY00422,旧カオシニイ,ヨーロッパ
CTY00423,旧コシクニソ,オセアニア
CTY00424,旧シチキサノ,北米
CTY00425,旧クニヌネタ,アフリカ
CTY00426,旧エナノシサ,アジア
CTY00427,旧セタタツノ,南米
CTY00428,旧ケオオアソ,アジア
CTY00429,旧ノオネウク,南米
CTY00430,旧カチセサソ,アフリカ
CTY00431,旧ノニタアソ,北米
CTY00432,旧ソチカテタ,アフリカ
CTY00433,旧ナカスキコ,ヨーロッパ
CTY00434,旧タオスイイ,アジア
CTY00435,旧ソクテオネ,ヨーロッパ
CTY00436,旧クコトケト,ヨーロッパ
CTY00437,旧タイセチネ,南米
CTY00438,旧チツチケチ,アジア
CTY00439,旧アトニチヌ,アフリカ
CTY00440,旧カツツチソ,南米
CTY00441,旧イヌニウシ,アフリカ
CTY00442,旧イトツサチ,オセアニア
CTY00443,旧シチクノア,南米
CTY00444,旧タイツアア,南米
CTY00445,旧イタヌケニ,南米
CTY00446,旧コセテアサ,北米
CTY00447,旧ツトソシノ,オセアニア
CTY00448,旧セニソケケ,ヨーロッパ
CTY00449,旧ナシオカセ,南米
CTY00450,旧スシサトソ,アジア
CTY00451,旧サテシタノ,南米
CTY00452,旧カシクニセ,アフリカ
CTY00453,旧スコツソチ,オセアニア
CTY00454,旧ネニネタエ,ヨーロッパ
CTY00455,旧ニシツキト,オセアニア
CTY00456,旧イトノソト,ヨーロッパ
CTY00457,旧ツコエナネ,北米
CTY00458,旧ヌコナナツ,アフリカ
CTY00459,旧ウノウセウ,オセアニア
CTY00460,旧カエニオウ,ヨーロッパ
CTY00461,旧オスニツイ,南米
CTY00462,旧ナヌカソヌ,アフリカ
CTY00463,旧ククトタツ,アフリカ
CTY00464,旧ナセニアツ,アジア
CTY00465,旧エイケケケ,南米
CTY00466,旧ソテナタチ,アフリカ
CTY00467,旧チキネソソ,アフリカ
CTY00468,旧タセカウツ,アジア
CTY00469,旧セコトスナ,アフリカ
CTY00470,旧コケツコオ,アフリカ
CTY00471,旧サツセチシ,ヨーロッパ
CTY00472,旧ケセカココ,アジア
CTY00473,旧カヌサネセ,アフリカ
CTY00474,旧ナクオチア,南米
CTY00475,旧チセウクセ,北米
CTY00476,旧エアネヌセ,アフリカ
CTY00477,旧エコセイエ,アジア
CTY00478,旧コカセニテ,アジア
CTY00479,旧スオエケセ,南米
CTY00480,旧サニニシソ,ヨーロッパ
CTY00481,旧オソタノカ,アフリカ
CTY00482,旧ウストネオ,南米
CTY00483,旧チノオキキ,北米
CTY00484,旧オサテネト,南米
CTY00485,旧シニケチタ,南米
CTY00486,旧カニカアタ,ヨーロッパ
CTY00487,旧ツオソサセ,南米
CTY00488,旧テサツウサ,南米
CTY00489,旧ウアソキニ,アフリカ
CTY00490,旧ケナオツコ,アジア
CTY00491,旧ウイキサテ,南米
CTY00492,旧タクタウト,南米
CTY00493,旧ヌノシウア,ヨーロッパ
CTY00494,旧アチノキオ,ヨーロッパ
CTY00495,旧クサノソツ,アジア
CTY00496,旧クナヌナキ,北米
CTY00497,旧チクイサソ,アジア
CTY00498,旧ウセウアカ,ヨーロッパ
CTY00499,旧ニセコテシ,ヨーロッパ
CTY00500,旧エオテソノ,オセアニア
CTY00501,旧シオツエテ,オセアニア
CTY00502,旧ネカノサニ,ヨーロッパ
CTY00503,旧ネケカコシ,ヨーロッパ
CTY00504,旧ケシサテシ,北米
CTY00505,旧ヌアキカセ,ヨーロッパ
CTY00506,旧オテアサニ,アフリカ
CTY00507,旧アスツヌコ,南米
CTY00508,旧アクセアニ,ヨーロッパ
CTY00509,旧ノオタステ,北米
CTY00510,旧クキツトカ,ヨーロッパ
CTY00511,旧ヌコネソツ,アフリカ
CTY00512,旧ケサセナケ,アフリカ
CTY00513,旧イツシチノ,アフリカ
CTY00514,旧イキソニツ,北米
CTY00515,旧タトヌタケ,アフリカ
CTY00516,旧タシネトテ,アジア
CTY00517,旧キコエトセ,アジア
CTY00518,旧トヌシエオ,南米
CTY00519,旧キケソソタ,アジア
CTY00520,旧コイタトク,南米
CTY00521,旧オストツチ,ヨーロッパ
CTY00522,旧シケトソチ,南米
CTY00523,旧ノウヌチセ,オセアニア
CTY00524,旧チサセヌニ,オセアニア
CTY00525,旧ウクシセナ,アジア
CTY00526,旧チケネクセ,北米
CTY00527,旧イスサコヌ,南米
CTY00528,旧イクノウオ,ヨーロッパ
CTY00529,旧チエセノチ,アジア
CTY00530,旧ヌネツケノ,ヨーロッパ
CTY00531,旧スノアウナ,北米
CTY00532,旧カサノコツ,北米
CTY00533,旧スコチスコ,アジア
CTY00534,旧ツノソノキ,南米
CTY00535,旧エウヌナネ,アジア
CTY00536,旧チアイウス,アジア
CTY00537,旧タスウサト,ヨーロッパ
CTY00538,旧タヌシセセ,アフリカ
CTY00539,旧テアタソア,アフリカ
CTY00540,旧ウイコテサ,北米
CTY00541,旧ニコナオク,南米
CTY00542,旧タツツチカ,北米
CTY00543,旧サアカイウ,ヨーロッパ
CTY00544,旧ナスオセケ,アジア
CTY00545,旧ノノタネコ,アジア
CTY00546,旧エトイキコ,ヨーロッパ
CTY00547,旧ニケソソケ,南米
CTY00548,旧キスノキサ,ヨーロッパ
CTY00549,旧テナネケエ,ヨーロッパ
CTY00550,旧スニニカイ,オセアニア
CTY00551,旧スキテツカ,アジア
CTY00552,旧タイソテキ,オセアニア
CTY00553,旧トタコシコ,アジア
CTY00554,旧カコエキイ,南米
CTY00555,旧イケトニタ,北米
CTY00556,旧チツイイト,南米
CTY00557,旧スニニタネ,ヨーロッパ
CTY00558,旧チシイセテ,オセアニア
CTY00559,旧ウククカト,北米
CTY00560,旧スカヌチオ,アフリカ
CTY00561,旧クコトクエ,オセアニア
CTY00562,旧タトナスチ,アジア
CTY00563,旧サイウオニ,北米
CTY00564,旧タセアケキ,北米
CTY00565,旧ソテコエノ,オセアニア
CTY00566,旧ネイオキケ,北米
CTY00567,旧ソセネソセ,ヨーロッパ
CTY00568,旧カシヌカテ,北米
CTY00569,旧オニネサソ,オセアニア
CTY00570,旧オタイウオ,南米
CTY00571,旧チツトアソ,アフリカ
CTY00572,旧シカイノツ,南米
CTY00573,旧ナエシアエ,ヨーロッパ
CTY00574,旧ニカオウシ,アフリカ
CTY00575,旧トウテナサ,北米
CTY00576,旧キコスオオ,オセアニア
CTY00577,旧ウヌイツセ,北米
CTY00578,旧エスカケキ,ヨーロッパ
CTY00579,旧エウキスタ,アジア
CTY00580,旧カケエアエ,アジア
CTY00581,旧ケソウナサ,南米
CTY00582,旧ウウキツサ,南米
CTY00583,旧ウコナトニ,南米
CTY00584,旧ニノエノカ,アフリカ
CTY00585,旧シヌテクセ,オセアニア
CTY00586,旧アウカチア,北米
CTY00587,旧ネセノヌチ,アフリカ
CTY00588,旧ネヌオケニ,ヨーロッパ
CTY00589,旧スオウケコ,南米
CTY00590,旧ネノソタコ,ヨーロッパ
CTY00591,旧アニウエオ,アフリカ
CTY00592,旧キイサスシ,ヨーロッパ
CTY00593,旧サテノオチ,アジア
CTY00594,旧スイネセク,アフリカ
CTY00595,旧スウツクキ,北米
CTY00596,旧ノツニエサ,アジア
CTY00597,旧サイノチサ,アフリカ
CTY00598,旧チノククイ,アジア
CTY00599,旧ヌキツテネ,北米
CTY00600,旧ツキウタト,アジア
CTY00601,旧コトツセエ,オセアニア
CTY00602,旧イイオネナ,ヨーロッパ
CTY00603,旧ヌタテアシ,南米
CTY00604,旧ヌヌツネオ,ヨーロッパ
CTY00605,旧ツタセネツ,アフリカ
CTY00606,旧ヌエタアオ,アフリカ
CTY00607,旧テイタトコ,南米
CTY00608,旧アアクイイ,オセアニア
CTY00609,旧アクイアエ,南米
CTY00610,旧キカアトキ,アジア
CTY00611,旧ナコスネシ,北米
CTY00612,旧スイコキサ,北米
CTY00613,旧カイクイア,アジア
CTY00614,旧シノノササ,アジア
CTY00615,旧ケオコヌオ,オセアニア
CTY00616,旧ケカシケコ,ヨーロッパ
CTY00617,旧ナサスチチ,オセアニア
CTY00618,旧タトシスチ,アフリカ
CTY00619,旧テココソキ,北米
CTY00620,旧イチキステ,ヨーロッパ
CTY00621,旧ソサキケソ,南米
CTY00622,旧チヌツセノ,アジア
CTY00623,旧キテセタシ,オセアニア
CTY00624,旧ケコナエチ,南米
CTY00625,旧シサステキ,オセアニア
CTY00626,旧イコチナシ,アフリカ
CTY00627,旧アオシイセ,南米
CTY00628,旧ノコキテコ,南米
CTY00629,旧ヌシアチト,アジア
CTY00630,旧オクキウウ,オセアニア
CTY00631,旧キセトノア,アフリカ
CTY00632,旧チニアオソ,アジア
CTY00633,旧チアシスス,オセアニア
CTY00634,旧セトカトタ,北米
CTY00635,旧テキニシア,ヨーロッパ
CTY00636,旧スネソケキ,アジア
CTY00637,旧オコチオセ,アフリカ
CTY00638,旧タケアチネ,南米
CTY00639,旧ヌアカテセ,北米
CTY00640,旧ウタオソイ,アジア
CTY00641,旧スシソクウ,南米
CTY00642,旧ネアソトセ,南米
CTY00643,旧セシソシナ,南米
CTY00644,旧テチケカケ,オセアニア
CTY00645,旧ネシイカキ,アジア
CTY00646,旧コシチタウ,アジア
CTY00647,旧ソスサオキ,南米
CTY00648,旧ソストスツ,南米
CTY00649,旧シスイカナ,北米
CTY00650,旧イキエナコ,ヨーロッパ
CTY00651,旧コイソノソ,北米
CTY00652,旧チウアヌス,ヨーロッパ
CTY00653,旧アウネキス,オセアニア
CTY00654,旧シヌネイカ,アジア
CTY00655,旧ソヌネテナ,ヨーロッパ
CTY00656,旧タクシネサ,アジア
CTY00657,旧タネケケヌ,アジア
CTY00658,旧コナシスウ,アジア
CTY00659,旧テセケソセ,オセアニア
CTY00660,旧ニニツノテ,アフリカ
CTY00661,旧タイネニク,南米
CTY00662,旧ウオタトケ,アフリカ
CTY00663,旧クネヌシイ,オセアニア
CTY00664,旧セオタテイ,アジア
CTY00665,旧イノチテナ,アフリカ
CTY00666,旧ナネネツコ,北米
CTY00667,旧カキニオネ,南米
CTY00668,旧テテヌノキ,北米
CTY00669,旧ニウチコチ,アジア
CTY00670,旧イアチキス,アフリカ
CTY00671,旧ツイソチヌ,アフリカ
CTY00672,旧クニコスセ,ヨーロッパ
CTY00673,旧コアウカタ,北米
CTY00674,旧タテシシチ,アフリカ
CTY00675,旧ニテトチオ,北米
CTY00676,旧スナエネニ,オセアニア
CTY00677,旧クチケカト,アフリカ
CTY00678,旧セソニサツ,アジア
CTY00679,旧エイキスオ,アジア
