code,name,region
CTY00163,コノイカコ,南米
CTY00164,ネキテノエ,ヨーロッパ
CTY00165,エセケキソ,南米
CTY00166,シオウイケ,アジア
CTY00167,エタセシチ,北米
CTY00168,トノエチク,ヨーロッパ
CTY00169,ネシケカシ,南米
CTY00170,ノオキクチ,南米
CTY00171,ソコソアカ,アフリカ
CTY00172,テノサキス,アジア
CTY00173,キナイツナ,北米
CTY00174,ケソウトキ,南米
CTY00175,シカテソウ,ヨーロッパ
CTY00176,イエツコケ,南米
CTY00177,ヌタセトイ,オセアニア
CTY00178,オナクオカ,アジア
CTY00179,シアヌソシ,アフリカ
CTY00180,チイテケニ,オセアニア
CTY00181,キトウソノ,ヨーロッパ
CTY00182,チケイクエ,ヨーロッパ
CTY00183,エツシスセ,アジア
CTY00184,ナノケセサ,アジア
CTY00185,カソニサテ,オセアニア
CTY00186,ナヌヌツタ,アジア
CTY00187,ネテアテニ,アジア
CTY00188,シウウクソ,アフリカ
CTY00189,ウエシコト,オセアニア
CTY00190,オケキオウ,オセアニア
CTY00191,ノクツテア,南米
CTY00192,ヌイスツソ,アフリカ
CTY00193,エクサセナ,アフリカ
CTY00194,テノセウウ,北米
CTY00195,ヌコテウア,アジア
CTY00196,ヌソエケア,アフリカ
CTY00197,トコテニカ,ヨーロッパ
CTY00198,ニシキトヌ,アジア
CTY00199,コセクニツ,アフリカ
CTY00200,イチタケエ,アジア
CTY00201,ノシテコオ,アジア
CTY00202,カイヌイウ,北米
CTY00203,ヌスネツカ,北米
CTY00204,テトアツテ,オセアニア
CTY00205,ケオエチチ,北米
CTY00206,ニソトノウ,アフリカ
CTY00207,スケトセカ,オセアニア
CTY00208,ヌセオオス,オセアニア
CTY00209,エコシケネ,ヨーロッパ
CTY00210,テテニヌト,北米
CTY00211,ネノセオト,アフリカ
CTY00212,アイヌスチ,ヨーロッパ
CTY00213,シイネニケ,南米
CTY00214,アスツオイ,北米
CTY00215,エキイツク,ヨーロッパ
CTY00216,サタサソエ,南米
CTY00217,スエキチケ,アフリカ
CTY00218,シイニトス,北米
CTY00219,エネセウエ,ヨーロッパ
CTY00220,ソエネサセ,南米
CTY00221,ニヌナネニ,オセアニア
CTY00222,アナウスオ,アジア
CTY00223,サアカセク,オセアニア
CTY00224,ケスカテネ,南米
CTY00225,コケケセセ,北米
CTY00226,セネタタチ,オセアニア
CTY00227,シタクサコ,アフリカ
CTY00228,アソケネア,北米
CTY00229,エオウアナ,オセアニア
CTY00230,ソコネクス,ヨーロッパ
CTY00231,セケツネセ,アジア
CTY00232,コキコテヌ,南米
CTY00233,ケケカアツ,ヨーロッパ
CTY00234,スキナトト,アジア
CTY00235,ケククウケ,アジア
CTY00236,セアコシエ,アジア
CTY00237,シタテヌネ,ヨーロッパ
CTY00238,スイキスイ,アジア
CTY00239,ネアツウネ,北米
CTY00240,トキカイシ,ヨーロッパ
CTY00241,ノクサウア,オセアニア
CTY00242,ナエコトテ,北米
CTY00243,ツトナクキ,アジア
CTY00244,ネイナトテ,南米
CTY00245,オオナニキ,アジア
CTY00246,ソテソウカ,アジア
CTY00247,チアエチキ,オセアニア
CTY00248,エネイエセ,オセアニア
CTY00249,オセキキキ,アジア
CTY00250,ケニシニキ,オセアニア
CTY00251,タスソソキ,北米
CTY00252,チコカエケ,南米
CTY00253,シナソニオ,北米
CTY00254,オアキケナ,オセアニア
CTY00255,シオクヌチ,アジア
CTY00256,サスノニニ,アジア
CTY00257,イテテシウ,アフリカ
CTY00258,トネキオク,アジア
CTY00259,ケイセセコ,南米
CTY00260,エオケヌニ,南米
CTY00261,ケタエオウ,南米
CTY00262,ノクカヌツ,ヨーロッパ
CTY00263,ツキスアト,ヨーロッパ
CTY00264,ニコスセノ,北米
CTY00265,ソサオアカ,アフリカ
CTY00266,ツコイウエ,オセアニア
CTY00267,ケノアキナ,オセアニア
CTY00268,コイキトテ,ヨーロッパ
CTY00269,ウヌクアネ,アジア
CTY00270,ネキタタコ,アジア
CTY00271,ノソテヌナ,オセアニア
CTY00272,ケツナクチ,アジア
CTY00273,ニナシカノ,アジア
CTY00274,カテタトネ,南米
CTY00275,タネスノト,オセアニア
CTY00276,サヌタクコ,オセアニア
CTY00277,ソエイセト,オセアニア
CTY00278,ネノタオサ,アジア
CTY00279,キカテナサ,北米
CTY00280,カシクキス,南米
CTY00281,エニアノソ,南米
CTY00282,ツトシニア,南米
CTY00283,ツケキネカ,オセアニア
CTY00284,チオウアイ,北米
CTY00285,ネシヌナキ,アフリカ
CTY00286,クテセサケ,南米
CTY00287,ネタツトテ,オセアニア
CTY00288,ネサネニタ,北米
CTY00289,ニケカサチ,南米
CTY00290,ネキイタク,オセアニア
CTY00291,シニソケシ,オセアニア
CTY00292,ノネソヌチ,アジア
CTY00293,ツクセナセ,ヨーロッパ
CTY00294,セヌエナカ,南米
CTY00295,テセキスト,南米
CTY00296,オツニケネ,アフリカ
CTY00297,ケケナコナ,アジア
CTY00298,ソウケソツ,南米
CTY00299,タナセネシ,南米
CTY00300,ネイスチニ,アフリカ
CTY00301,ウクチナイ,ヨーロッパ
CTY00302,チキトコヌ,アジア
CTY00303,トニツケコ,アフリカ
CTY00304,キテタウナ,南米
CTY00305,アウサノト,アジア
CTY00306,クネキスシ,南米
CTY00307,ヌセスチセ,アフリカ
CTY00308,ケネキオエ,北米
CTY00309,クエシネカ,南米
CTY00310,トクヌアオ,アフリカ
CTY00311,クイオウエ,アジア
CTY00312,クオタトノ,オセアニア
CTY00313,サウチカケ,アジア
CTY00314,タソセノコ,ヨーロッパ
CTY00315,ネイチウツ,オセアニア
CTY00316,ノニコソア,ヨーロッパ
CTY00317,コツキテイ,アジア
CTY00318,イタウコネ,アフリカ
CTY00319,スセシクク,アジア
CTY00320,スソチオト,オセアニア
CTY00321,ノココシセ,ヨーロッパ
CTY00322,オオイウネ,アジア
CTY00323,ツカチオア,北米
CTY00324,オテセタイ,アフリカ
CTY00325,クイクセネ,オセアニア
CTY00326,タセチイチ,オセアニア
CTY00327,クナアニキ,オセアニア
CTY00328,シウツナオ,アジア
CTY00329,アヌストウ,ヨーロッパ
CTY00330,サトトヌイ,アジア
CTY00331,ヌアスカヌ,オセアニア
CTY00332,テツカナス,オセアニア
CTY00333,ナノヌヌノ,オセアニア
CTY00334,アキニチヌ,北米
CTY00335,イオシトエ,オセアニア
CTY00336,アタスコシ,南米
CTY00337,エイクコオ,ヨーロッパ
CTY00338,シシトナサ,南米
CTY00339,アコクチノ,アフリカ
CTY00340,オウキウウ,北米
CTY00341,タネオネク,アジア
CTY00342,ソツスケナ,北米
CTY00343,ケソニテア,アジア
CTY00344,ヌトオカチ,南米
CTY00345,タサシナコ,アジア
CTY00346,キノコイキ,オセアニア
CTY00347,エテオサア,アフリカ
CTY00348,ツエサアサ,ヨーロッパ
CTY00349,アナイアサ,北米
CTY00350,ニトセスヌ,アジア
CTY00351,スチツクニ,アフリカ
CTY00352,オウソタエ,オセアニア
CTY00353,ツカキニナ,南米
CTY00354,スチツテオ,アフリカ
CTY00355,オウクサケ,北米
CTY00356,ウシテノテ,北米
CTY00357,タネテトチ,ヨーロッパ
CTY00358,カコノテウ,南米
CTY00359,ケテチスス,オセアニア
CTY00360,ケテノチオ,アフリカ
CTY00361,セアノサケ,アジア
CTY00362,ニカシケタ,南米
CTY00363,シエツサア,北米
CTY00364,コニキノト,アフリカ
CTY00365,テチクソキ,ヨーロッパ
CTY00366,エソチケコ,北米
CTY00367,ウアナエス,ヨーロッパ
CTY00368,サカキタニ,ヨーロッパ
CTY00369,ケニケアケ,南米
CTY00370,テナエノシ,オセアニア
CTY00371,サケサノナ,オセアニア
CTY00372,ウウソウソ,ヨーロッパ
CTY00373,ニスカトニ,ヨーロッパ
CTY00374,ノセセヌカ,オセアニア
CTY00375,エエエシサ,オセアニア
CTY00376,スエカアイ,オセアニア
CTY00377,キキセノケ,アフリカ
CTY00378,ネクキスサ,アジア
CTY00379,アシシスソ,南米
CTY00380,エアエカシ,ヨーロッパ
CTY00381,トツナイツ,ヨーロッパ
CTY00382,アキチセキ,アジア
CTY00383,オチタニク,アジア
CTY00384,チタツテト,アフリカ
CTY00385,コサカコナ,アジア
CTY00386,テクヌテカ,北米
CTY00387,クテオトネ,北米
CTY00388,チセアコイ,北米
CTY00389,サヌキカカ,北米
CTY00390,チスヌテソ,ヨーロッパ
CTY00391,ニナケケシ,北米
CTY00392,テイノウウ,アジア
CTY00393,ツツウイオ,オセアニア
CTY00394,オニウケヌ,オセアニア
CTY00395,ソノオトス,ヨーロッパ
CTY00396,カチケナネ,北米
CTY00397,ネネケテア,アフリカ
CTY00398,ツクウノア,ヨーロッパ
CTY00399,セノキトイ,アジア
CTY00400,ウテソソノ,オセアニア
CTY00401,ネヌノアニ,アフリカ
CTY00402,テケソサウ,アジア
CTY00403,ヌケエクネ,オセアニア
CTY00404,スツスサス,アフリカ
CTY00405,クナチテカ,ヨーロッパ
CTY00406,ナヌニクニ,オセアニア
CTY00407,ニトニオア,アフリカ
CTY00408,ソテセケテ,オセアニア
CTY00409,クエカチニ,オセアニア
CTY00410,エノシタス,アフリカ
CTY00411,ケクヌノキ,アジア
CTY00412,アキキトア,オセアニア
CTY00413,エコチクキ,南米
CTY00414,チクネサオ,ヨーロッパ
CTY00415,ツタトトテ,北米
CTY00416,ソトシキア,南米
CTY00417,トチシイエ,オセアニア
CTY00418,ツシセナニ,南米
CTY00419,ウチツシア,南米
CTY00420,ソナスチサ,オセアニア
CTY00421,ステコイク,アジア
CTY00422,タセウクナ,北米
CTY00423,コツクウチ,ヨーロッパ
CTY00424,ウキナアシ,オセアニア
CTY00425,オスナタソ,オセアニア
CTY00426,クシサウソ,アジア
CTY00427,ククスクク,北米
CTY00428,エネキアノ,オセアニア
CTY00429,コニオタエ,南米
CTY00430,ケアクオコ,南米
CTY00431,ニセコキク,ヨーロッパ
CTY00432,ネネイテオ,アジア
CTY00433,エスセカエ,ヨーロッパ
CTY00434,ネコアアオ,ヨーロッパ
CTY00435,カアスツネ,アフリカ
CTY00436,タイサコス,アジア
CTY00437,ウコエコテ,ヨーロッパ
CTY00438,イトノヌト,北米
CTY00439,サキソスコ,南米
CTY00440,エソヌクク,北米
CTY00441,コエアツウ,アフリカ
CTY00442,ノヌクカア,アジア
CTY00443,アニスソウ,アジア
CTY00444,トシカオウ,北米
CTY00445,コツツアキ,南米
CTY00446,エヌニヌナ,アフリカ
CTY00447,テトイクノ,ヨーロッパ
CTY00448,シトセソウ,南米
CTY00449,コツシナチ,北米
CTY00450,オソテウオ,南米
CTY00451,ツケカスス,アフリカ
CTY00452,カシナシツ,アジア
CTY00453,ウニコイサ,南米
CTY00454,タナネサツ,アフリカ
CTY00455,アイセトニ,アフリカ
CTY00456,ネカオクク,南米
CTY00457,ツテチカキ,南米
CTY00458,ノシイソキ,ヨーロッパ
CTY00459,エカエタナ,アフリカ
CTY00460,サヌテケシ,アフリカ
CTY00461,キクサセノ,オセアニア
CTY00462,ヌウテソキ,オセアニア
CTY00463,ナソタコキ,北米
CTY00464,ソツソクツ,北米
CTY00465,ヌイウツソ,オセアニア
CTY00466,オノコトテ,南米
CTY00467,ツソシツケ,ヨーロッパ
CTY00468,コネカシキ,オセアニア
CTY00469,ネウトツカ,北米
CTY00470,ネネネオウ,アジア
CTY00471,トノウイイ,南米
CTY00472,オウスネカ,南米
CTY00473,ケノナツク,アフリカ
CTY00474,ウセテナサ,北米
CTY00475,タエサヌト,オセアニア
CTY00476,ケネイチサ,アフリカ
CTY00477,ノトシキコ,ヨーロッパ
CTY00478,シナノチア,アジア
CTY00479,コセケキカ,オセアニア
CTY00480,オウセコツ,オセアニア
CTY00481,ネネカソイ,北米
CTY00482,タカネアニ,北米
CTY00483,ナトコノニ,北米
CTY00484,キチイキツ,ヨーロッパ
CTY00485,スウノナテ,オセアニア
CTY00486,チチケカシ,オセアニア
CTY00487,タシオオキ,アジア
CTY00488,スセナクノ,北米
CTY00489,ナコネノカ,アジア
CTY00490,ケシトクタ,南米
CTY00491,チセニイニ,北米
CTY00492,オネキニエ,北米
CTY00493,カテタイヌ,アフリカ
CTY00494,タナアニソ,アフリカ
CTY00495,テケヌエヌ,オセアニア
CTY00496,ナセエケネ,オセアニア
CTY00497,ナテカサウ,オセアニア
CTY00498,ニオソウテ,北米
CTY00499,スツサナヌ,アフリカ
CTY00500,ナヌサニサ,アフリカ
CTY00501,タコサネケ,アフリカ
CTY00502,オカスカケ,南米
CTY00503,エシヌシネ,ヨーロッパ
CTY00504,ケソネソキ,南米
CTY00505,ノヌクニキ,オセアニア
CTY00506,チナスチケ,ヨーロッパ
CTY00507,イトシクソ,ヨーロッパ
CTY00508,ナトテソオ,北米
CTY00509,エカスセナ,アジア
CTY00510,キソナニナ,ヨーロッパ
CTY00511,クネチウタ,南米
CTY00512,トナクツシ,オセアニア
CTY00513,ソノウノノ,オセアニア
CTY00514,トアナアキ,アフリカ
CTY00515,クエアタツ,アジア
CTY00516,ネテウチシ,オセアニア
CTY00517,トカウツキ,アフリカ
CTY00518,キサウナシ,北米
CTY00519,ニツイスク,北米
CTY00520,ケチヌカテ,アジア
CTY00521,サネツクヌ,オセアニア
CTY00522,チツアツシ,ヨーロッパ
CTY00523,アイクオア,北米
CTY00524,ケトエアオ,北米
CTY00525,サシサネク,北米
CTY00526,ニシアエオ,南米
CTY00527,スチアヌア,南米
CTY00528,シココノタ,南米
CTY00529,ヌセセサテ,アジア
CTY00530,コタカケオ,北米
CTY00531,キケトネコ,アジア
CTY00532,セサセクツ,南米
CTY00533,セスサヌノ,オセアニア
CTY00534,チスオカヌ,ヨーロッパ
CTY00535,ウコテクア,北米
CTY00536,スアシカカ,ヨーロッパ
CTY00537,オヌエオセ,アフリカ
CTY00538,ストヌツタ,ヨーロッパ
CTY00539,オシアタナ,北米
CTY00540,ネオトニカ,北米
CTY00541,タクヌタツ,アフリカ
CTY00542,ニコクソツ,ヨーロッパ
CTY00543,ニストイコ,北米
CTY00544,アネノセニ,オセアニア
CTY00545,ウケセコテ,アジア
CTY00546,サイイサウ,アフリカ
CTY00547,キアアエヌ,アジア
CTY00548,ソカエテヌ,アジア
CTY00549,キコネネカ,南米
CTY00550,ケキセクセ,オセアニア
CTY00551,ツヌセエウ,オセアニア
CTY00552,クタナノト,南米
CTY00553,ナツサヌシ,アフリカ
CTY00554,ウサソアケ,アジア
CTY00555,タスステエ,北米
CTY00556,ソクセツト,アフリカ
CTY00557,ウシニソソ,アジア
CTY00558,ソヌエソネ,アフリカ
CTY00559,クイアイテ,アフリカ
CTY00560,チニオシカ,アフリカ
CTY00561,アオイウキ,南米
CTY00562,ノサネクキ,アジア
CTY00563,セセケアサ,アフリカ
CTY00564,ツスキサコ,アジア
CTY00565,カトタコテ,オセアニア
CTY00566,トニツスノ,アジア
CTY00567,ノニニチヌ,南米
CTY00568,ケネコウウ,アジア
CTY00569,アサソシナ,アジア
CTY00570,コヌキノア,南米
CTY00571,クチキヌエ,南米
CTY00572,セシナトア,オセアニア
CTY00573,サキチトト,オセアニア
CTY00574,イアツノキ,アフリカ
CTY00575,サエスシソ,アジア
CTY00576,アニテセコ,北米
CTY00577,コイトココ,アフリカ
CTY00578,ソタキノエ,北米
CTY00579,カアネトク,ヨーロッパ
CTY00580,ネセテチシ,北米
CTY00581,ケスノツシ,オセアニア
CTY00582,ナソトツト,アジア
CTY00583,タクサソア,ヨーロッパ
CTY00584,アエイネカ,南米
CTY00585,ツタケカサ,北米
CTY00586,テノチツカ,アジア
CTY00587,イテトイノ,北米
CTY00588,トナニタチ,アフリカ
CTY00589,コヌネサテ,ヨーロッパ
CTY00590,シオキセノ,アフリカ
CTY00591,チセオソセ,オセアニア
CTY00592,オソチアエ,アジア
CTY00593,エオトニツ,南米
CTY00594,セエアエセ,アフリカ
CTY00595,ナクコヌコ,ヨーロッパ
CTY00596,シタトケア,アフリカ
CTY00597,ネソサアセ,オセアニア
CTY00598,ヌトサイヌ,アフリカ
CTY00599,ノテツエカ,アジア
CTY00600,コスネヌネ,南米
CTY00601,ニキノサト,北米
CTY00602,テテツスタ,北米
CTY00603,サエテキシ,アジア
CTY00604,ニウウキサ,ヨーロッパ
CTY00605,アサカクス,南米
CTY00606,トイキキア,アフリカ
CTY00607,ウテウニカ,ヨーロッパ
CTY00608,ネチエタオ,オセアニア
CTY00609,キタコノコ,北米
CTY00610,ツニウトネ,北米
CTY00611,タイセカヌ,アジア
CTY00612,ソコサソネ,ヨーロッパ
CTY00613,タソノクナ,アフリカ
CTY00614,ソケエサナ,オセアニア
CTY00615,スサニテア,アジア
CTY00616,ノシソキテ,南米
CTY00617,キクセナノ,オセアニア
CTY00618,オチネキタ,ヨーロッパ
CTY00619,ネノタカス,オセアニア
CTY00620,アウケテス,南米
CTY00621,ケクノサシ,北米
CTY00622,キクタカケ,南米
CTY00623,ノオカニコ,アジア
CTY00624,トトコスオ,オセアニア
CTY00625,トテオオコ,アフリカ
CTY00626,トノトエシ,南米
CTY00627,タシサシケ,アフリカ
CTY00628,スコクスコ,アフリカ
CTY00629,コスチテネ,南米
CTY00630,チソサイチ,ヨーロッパ
CTY00631,ナソキケサ,オセアニア
CTY00632,ナノトエツ,アフリカ
CTY00633,サヌカテク,オセアニア
CTY00634,エアカキネ,南米
CTY00635,シナアオウ,アジア
CTY00636,トオナソヌ,南米
CTY00637,セタウソイ,オセアニア
CTY00638,コアエソテ,アフリカ
CTY00639,ウサセウコ,南米
CTY00640,セサソニク,アフリカ
CTY00641,オコソナシ,南米
CTY00642,キテセテソ,ヨーロッパ
CTY00643,ソウネテカ,北米
CTY00644,スノテオセ,アジア
CTY00645,ウトトタオ,オセアニア
CTY00646,セテスネヌ,オセアニア
CTY00647,コチテシオ,北米
CTY00648,ステチヌカ,北米
CTY00649,ニナテヌコ,アジア
CTY00650,キシノツコ,ヨーロッパ
CTY00651,ノイノツカ,アフリカ
CTY00652,ソササスノ,南米
CTY00653,ニウイサソ,南米
CTY00654,キチケケチ,北米
CTY00655,スニイヌヌ,アフリカ
CTY00656,ソククチチ,ヨーロッパ
CTY00657,アカアヌト,アジア
CTY00658,カイヌクイ,オセアニア
CTY00659,チアネツソ,オセアニア
CTY00660,スサニエイ,ヨーロッパ
CTY00661,オサトクテ,アジア
CTY00662,イオサネネ,南米
CTY00663,キネスケク,オセアニア
CTY00664,ソサクナト,アフリカ
CTY00665,ソスセカサ,ヨーロッパ
CTY00666,ヌノコオノ,北米
CTY00667,シウスネコ,アジア
CTY00668,ヌチツヌノ,北米
CTY00669,オシセテチ,アジア
CTY00670,アネチシニ,ヨーロッパ
CTY00671,ニソセエウ,オセアニア
CTY00672,セサイヌソ,ヨーロッパ
CTY00673,カナコサテ,北米
CTY00674,ノコソサツ,オセアニア
CTY00675,ニケイキナ,アフリカ
CTY00676,ノカテツト,ヨーロッパ
CTY00677,アセクキオ,北米
CTY00678,ナシニテソ,南米
CTY00679,ヌケステウ,アジア
CTY00680,アシノサア,アジア
CTY00681,アキヌヌセ,北米
CTY00682,ニトトクネ,南米
CTY00683,ニシネナシ,アジア
CTY00684,クソニサエ,南米
CTY00685,ウセヌオニ,北米
CTY00686,キスコウキ,オセアニア
CTY00687,ヌカススノ,オセアニア
CTY00688,オソイトク,アフリカ
CTY00689,ノナツツツ,オセアニア
CTY00690,チノセオオ,ヨーロッパ
CTY00691,ネチオサタ,ヨーロッパ
CTY00692,ソカカソサ,アジア
CTY00693,アアケシケ,ヨーロッパ
CTY00694,チクサトチ,アフリカ
CTY00695,サセアオニ,北米
CTY00696,オキツノカ,アフリカ
CTY00697,イウサチエ,アフリカ
CTY00698,クナニオネ,オセアニア
CTY00699,カカアアナ,アフリカ
CTY00700,トエニナケ,アフリカ
CTY00701,カクソオナ,アジア
CTY00702,サテネシツ,北米
CTY00703,ネノネチニ,アジア
CTY00704,イウエイヌ,アジア
CTY00705,ネナシカウ,南米
CTY00706,シテネエタ,ヨーロッパ
CTY00707,チセヌオシ,ヨーロッパ
CTY00708,トテアオエ,アジア
CTY00709,テスタケサ,南米
CTY00710,テカチナノ,アフリカ
CTY00711,ナシアセチ,アジア
CTY00712,アトナチシ,アジア
CTY00713,ツトオケイ,アジア
CTY00714,ソテカネチ,ヨーロッパ
CTY00715,トカコネネ,南米
CTY00716,クソテトチ,ヨーロッパ
CTY00717,キニオノソ,南米
CTY00718,オセナタテ,ヨーロッパ
CTY00719,ツエセツネ,ヨーロッパ
CTY00720,ナセタケサ,南米
CTY00721,ネコヌウア,ヨーロッパ
CTY00722,シネネケセ,ヨーロッパ
CTY00723,ナノサコア,アフリカ
CTY00724,トツシオク,ヨーロッパ
CTY00725,クチコクオ,南米
CTY00726,ノトニチサ,ヨーロッパ
CTY00727,コキセタイ,アフリカ
CTY00728,ケエニウス,ヨーロッパ
CTY00729,トニトニコ,ヨーロッパ
CTY00730,アキイトソ,アフリカ
CTY00731,トケククネ,北米
CTY00732,ネカイナト,アジア
CTY00733,テクタサソ,オセアニア
CTY00734,チアツクノ,アフリカ
CTY00735,ヌクノエカ,ヨーロッパ
CTY00736,ウクケニコ,オセアニア
CTY00737,ノオサウネ,南米
CTY00738,アエストテ,オセアニア
CTY00739,ソノチイナ,オセアニア
CTY00740,クカナアソ,オセアニア
CTY00741,スエキオウ,アフリカ
CTY00742,トヌキニタ,ヨーロッパ
CTY00743,トソシソカ,ヨーロッパ
CTY00744,オツテオセ,オセアニア
CTY00745,セスノツタ,ヨーロッパ
CTY00746,チスシトウ,アジア
CTY00747,コヌタクス,南米
CTY00748,カヌツケエ,アフリカ
CTY00749,コチテネツ,アジア
CTY00750,テケトオオ,南米
CTY00751,コイセアシ,南米
CTY00752,キスセエオ,ヨーロッパ
CTY00753,ウサノカア,アジア
CTY00754,イシテアサ,北米
CTY00755,タケキスシ,ヨーロッパ
CTY00756,チノナヌネ,南米
